MATNR;COMNR
135782;134071
147460;134071
91540;134071
47266;134071
18494;134071
29205;134071
55276;70837
31170;70837
113625;70837
6488;70837
50692;70837
59559;70837
97294;70837
103809;70837
75853;70837
18532;70837
17137;70837
92645;70837
52908;55217
42311;55217
101968;55217
42960;55217
11650;55217
107039;55217
93564;89600
84793;89600
123484;89600
54615;89600
18284;89600
139936;89600
108541;111088
100622;111088
88382;111088
47597;111088
45618;111088
149944;111088
72966;135072
142242;135072
32890;135072
140027;135072
40121;135072
77953;135072
24674;135072
118177;135072
91488;135072
98383;135072
131415;135072
30679;135072
8927;135072
15101;135072
52051;69737
69598;69737
38028;69737
87375;69737
62471;69737
64189;69737
47431;69737
59745;69737
79238;69737
87233;69737
81342;186912
35896;186912
80208;186912
30521;186912
119827;40176
32092;40176
67095;40176
18850;40176
17054;40176
143690;40176
14482;40176
103999;40176
50496;40176
50893;40176
113510;196246
67305;196246
121788;196246
35608;196246
12617;113005
6834;113005
108008;159151
43078;159151
19970;159151
97047;159151
121906;159151
35782;159151
23506;159151
98076;159151
86172;159151
91098;159151
93264;120457
77036;120457
99433;120457
23889;120457
79260;120457
61104;120457
11609;120457
63163;120457
121309;85421
37827;85421
64615;85421
40379;85421
8712;85421
89321;85421
23306;5174
146230;5174
7177;5174
14381;5174
46199;5174
102266;5174
118719;5174
21394;128046
47501;128046
91599;158539
116574;158539
57775;158539
127792;158539
8459;124984
74423;124984
29981;124984
63325;124984
20483;124984
80912;124984
18727;25960
80493;25960
112231;198837
147218;198837
75577;198837
31622;198837
113526;198837
121708;198837
71711;198837
131830;198837
12847;57496
29542;57496
106953;57496
64606;110838
24794;110838
6511;40701
142701;40701
26809;40701
109757;40701
39559;24758
27466;24758
27636;24758
24179;24758
5463;24758
77880;24758
16136;24758
64095;24758
46838;23023
92764;23023
64161;23023
124735;23023
143476;23023
27934;23023
32807;88699
8906;88699
28975;50483
132066;50483
113911;26710
104546;26710
98564;26710
98585;26710
118848;26710
35361;26710
137022;26710
94026;26710
52599;26710
145681;26710
8939;26710
55416;26710
19768;20572
58095;20572
109780;20572
56939;20572
149707;20572
32881;20572
108652;96706
86754;96706
16537;168486
67526;168486
62476;148238
65922;148238
118395;148238
73238;148238
36449;14033
47723;14033
91266;14033
40485;14033
29749;14033
43761;14033
15769;100021
147506;100021
97740;100021
101478;100021
27669;100021
119412;100021
76575;100021
23067;100021
75342;116875
28220;116875
87534;116875
119016;116875
34451;79128
5656;79128
17458;79128
75679;79128
126336;79128
100906;79128
108671;79128
127697;79128
24348;79128
59399;79128
145077;79128
53198;79128
30233;79128
13327;79128
5365;79128
105735;79128
92428;79128
57409;79128
102940;79128
107733;79128
96065;79128
144359;79128
112561;79128
14398;79128
54124;79128
24247;79128
132913;79128
25769;79128
75525;79128
48423;79128
118314;79128
7823;79128
127783;79128
149022;79128
100537;79128
24839;79128
116561;79128
86397;79128
10037;41030
49918;41030
6727;41030
92761;41030
90458;41030
112775;41030
24333;41030
114875;41030
92158;41030
107328;41030
29836;41030
111633;41030
22151;41030
71438;41030
17909;41030
40991;41030
16231;41030
50102;41030
14701;41030
124925;41030
149558;41030
62153;41030
33186;41030
139482;41030
131355;41030
69589;41030
121114;27753
25342;27753
88668;27753
7800;27753
15037;27753
111170;27753
43018;27753
103593;27753
79082;192751
107423;192751
114453;192751
79439;192751
26799;192751
60896;192751
95087;192751
9634;192751
126653;63019
79311;63019
104201;63019
37999;63019
69828;63019
27106;63019
133695;58407
137854;58407
115527;58407
60731;58407
142792;58407
64480;58407
134891;10691
66436;10691
49698;32292
29506;32292
78299;32292
71510;32292
101128;79128
22833;79128
32150;46338
148115;46338
116596;46338
16394;46338
51997;46338
90449;46338
66768;165348
118990;165348
17711;165348
76193;165348
16686;165348
137142;165348
61919;56339
54772;56339
122777;56339
145807;56339
25442;56339
29635;56339
143790;106853
145981;106853
117174;106853
111400;106853
33754;106853
71591;106853
76141;106853
52887;106853
95242;106853
35351;106853
99157;37814
12125;37814
59406;37814
13369;37814
82566;43413
136382;43413
139774;43413
85016;43413
33111;43413
35619;43413
36927;43413
87612;43413
50519;130696
87756;130696
97527;130696
8276;130696
146803;175382
105621;175382
126622;175382
24746;175382
19355;175382
139209;175382
66697;175382
83787;175382
99608;175382
56892;175382
70968;179868
114917;179868
11557;179868
11849;179868
26379;179868
17302;179868
96303;179868
52345;179868
124851;170461
117188;170461
101025;170461
85623;170461
14768;170461
93401;170461
68799;170461
76494;170461
139911;170461
146832;170461
122942;170461
70786;170461
67568;108723
37028;108723
21349;184626
133126;184626
144376;184626
125390;184626
144165;184626
15904;184626
36303;184635
66156;184635
48368;22783
106907;22783
107881;22783
70606;22783
98990;99068
136105;99068
39884;36583
134463;36583
30387;70970
9390;70970
127793;70970
138666;70970
48837;6652
32663;6652
92544;6652
128739;6652
125974;6652
97846;6652
145693;157631
134990;157631
103248;157631
149258;157631
16195;12137
54086;12137
11305;12137
71749;12137
103552;12137
101545;12137
92022;12137
12571;12137
81977;12137
143370;12137
12971;12137
122569;12137
17320;12137
8750;12137
132318;12137
109069;12137
130093;12137
139498;12137
23511;70660
61856;70660
138842;91261
111638;91261
98137;92843
95797;92843
45407;92843
33291;92843
111397;134424
86470;134424
22968;97984
65215;97984
124570;97984
12931;97984
57355;192607
12165;192607
121011;192607
91414;192607
136134;192607
109112;192607
142275;192607
130076;192607
7343;192607
5708;192607
110648;192607
46050;192607
65297;192607
108747;192607
13948;192607
120860;192607
54087;192607
88262;192607
46887;192607
63820;192607
16958;192607
117616;192607
89243;192607
23635;192607
147627;89662
53193;89662
17592;89662
117228;89662
105835;89662
132833;89662
80505;89662
63447;89662
27272;89662
57965;89662
82652;89662
66930;89662
22426;74291
85566;74291
148389;11931
62217;11931
81922;11931
76459;11931
5328;176732
21734;176732
38361;176732
41652;176732
49935;93784
116407;93784
67579;193293
117029;193293
36029;193293
36744;193293
53951;76803
13472;76803
27857;76803
55734;76803
52265;160589
132087;160589
107144;160589
18084;160589
113245;160589
133821;160589
7591;134374
13286;134374
78529;134374
135671;134374
94174;189136
93204;189136
70619;68420
137303;68420
74942;68420
17979;68420
95926;68420
9885;68420
9733;68420
146016;68420
52944;68420
71950;68420
82770;68420
50429;68420
67824;68420
145231;68420
67413;190803
65557;190803
147851;123490
28101;123490
127492;123490
60666;123490
88284;123490
120394;123490
117728;123490
78669;123490
125022;123490
12604;123490
107464;123490
134837;123490
134172;123490
114620;123490
106250;123490
70669;123490
137583;123490
44274;123490
79422;123490
45518;123490
89436;123490
49603;123490
60056;123490
132619;123490
13501;123490
97479;123490
84527;123490
18002;10691
45481;10691
133833;10691
5762;161039
13940;161039
59218;161039
15968;161039
56250;161039
40356;161039
63586;161039
76522;161039
90588;161039
77568;161039
65381;161039
91094;161039
120172;79849
70874;79849
119249;79849
65935;79849
100848;79849
73036;79849
59706;152488
8594;152488
9935;152488
128060;152488
52994;152488
74216;152488
117489;17000
8132;17000
28013;17000
22569;17000
17654;17000
70582;17000
112769;17000
127420;17000
87552;42688
104938;42688
35876;42688
72002;42688
34284;42688
134461;42688
23362;76004
31317;76004
58762;76004
14446;76004
109250;195520
105896;195520
36879;169845
97430;169845
98925;37353
38912;37353
19690;37353
138532;37353
47746;45605
81085;45605
130301;45605
91507;45605
111457;45605
40690;45605
62263;45605
80262;45605
65205;45605
47578;45605
81212;126881
64312;126881
54887;65240
87180;65240
123160;65240
59458;65240
47094;65240
12221;65240
116459;65240
135628;65240
92774;65240
46265;65240
64825;65240
100022;65240
104614;65240
117752;65240
86949;65240
95627;65240
136042;65240
13356;65240
48860;65240
97569;65240
10030;65240
77849;65240
146035;65240
90694;65240
135996;65240
24617;10691
14431;10691
132049;10691
35589;10691
117781;10691
134447;10691
82416;10691
94346;10691
142408;10691
81998;10691
117913;10691
78811;10691
100398;10691
12209;10691
32997;10691
148471;59017
34269;59017
118519;59017
12330;59017
104216;59017
85265;59017
77037;130299
64320;130299
72868;130299
79694;130299
83163;130299
15912;130299
6447;52700
126686;52700
67976;52700
12007;52700
58160;52700
137645;52700
130631;52700
144677;52700
108145;52700
89380;52700
74817;51841
128218;105580
49169;104348
51236;104348
122446;58015
25532;58015
127209;58015
106704;58015
80971;68851
18300;68851
116398;68851
16580;68851
89058;68851
106821;68851
51854;131083
22531;131083
30558;5252
17186;5252
74211;5252
53476;5252
128172;5252
148655;5252
110563;154204
128094;154204
112191;154204
8238;154204
60448;154558
81166;154558
20916;24949
9282;24949
108587;24949
35174;24949
15196;24949
89467;24949
53501;24949
134789;24949
32954;24949
98638;24949
110212;24949
20252;24949
47455;24949
61985;24949
8460;7205
109057;7205
59192;150145
133338;150145
28020;197726
55818;197726
58726;198114
101023;198114
100812;198114
60345;198114
131978;198114
121783;198114
26643;83349
100285;83349
100279;198114
20978;198114
44985;198114
31430;198114
56627;198114
146456;198114
7752;68087
19262;68087
100129;68087
136596;68087
115333;68087
145226;68087
87120;109888
19344;109888
73856;109888
23572;109888
112192;109888
81537;109888
108946;109888
137769;109888
84116;99586
133344;99586
55430;99586
11971;99586
130506;99586
135760;99586
106471;78351
60950;78351
17878;78351
127244;78351
100968;21115
35299;21115
15016;21115
52234;21115
63648;21115
12601;21115
22837;21115
103962;21115
58360;21115
88808;21115
86194;21115
89037;21115
137561;21115
24083;21115
136721;21115
130816;10691
31148;21115
35510;21115
118561;137967
146693;137967
44878;109195
94255;109195
44783;46544
30686;46544
105950;145701
81065;145701
20330;44040
82379;44040
43452;39305
38152;39305
114688;39305
72585;39305
11923;92256
72401;92256
50017;107864
82654;107864
66867;107864
12121;107864
5659;20015
138382;20015
25340;20015
81677;20015
76754;20015
95219;20015
123133;20015
36210;20015
44819;20015
89279;20015
114036;20015
20875;20015
9929;20015
30873;20015
98526;20015
35436;20015
90696;20015
62671;20015
92745;20015
27530;20015
119752;20015
140391;20015
5158;20015
18867;20015
121250;20015
85320;20015
63838;20015
72795;20015
114818;20015
48777;20015
15421;20015
103110;20015
77422;20015
41034;20015
89290;20015
23416;20015
52684;20015
81454;20015
52922;20015
56049;20015
85504;20015
132485;20015
70037;20015
102156;20015
102720;20015
69409;20015
77679;20015
20481;20015
27922;20015
73222;20015
140607;20015
67208;20015
125601;20015
44884;20015
8519;20015
129883;20015
13568;20015
134846;20015
69858;20015
95945;20015
49309;20015
13930;20015
100865;20015
20604;20015
140709;20015
71284;20015
125798;20015
102773;20015
98491;20015
109160;20015
122274;20015
148042;20015
100278;20015
149674;20015
39890;20015
30402;20015
58998;20015
6926;20015
69596;20015
145905;20015
60185;20015
87329;20015
108606;20015
66989;20015
36097;20015
7351;20015
81815;20015
70986;20015
11333;20015
58505;20015
34658;20015
124264;20015
129557;20015
136539;20015
129506;20015
112510;20015
21445;20015
99081;20015
114920;20015
69142;20015
112895;20015
146397;20015
82206;20015
20930;20015
92141;20015
81234;20015
90977;20015
82227;20015
97830;20015
15448;20015
120646;20015
60203;20015
34235;20015
111327;20015
83309;20015
85339;20015
22460;20015
123493;20015
148591;20015
55388;20015
127943;20015
149606;20015
57692;20015
128192;20015
29402;20015
37539;20015
61579;20015
117551;20015
74303;20015
126211;20015
78714;20015
40877;20015
20289;70601
48869;70601
17292;57470
46210;57470
40309;85922
139900;85922
103932;85922
141473;85922
136331;85922
104905;85922
19634;85922
81660;85922
15383;85922
67881;85922
131169;85922
68191;85922
144332;85922
41548;85922
34660;85922
96091;85922
93488;85922
54338;85922
79591;85922
126738;85922
142313;85922
74161;85922
109599;85922
70980;85922
112194;85922
64050;85922
14321;85922
82166;85922
129864;85922
52653;85922
34585;85922
25745;85922
62798;85922
12512;85922
37139;85922
12694;85922
29147;85922
140856;85922
17785;85922
33668;85922
130609;85922
33973;85922
139427;85922
103120;85922
139184;20015
40629;20015
83940;85922
71708;85922
26777;162792
99756;162792
110710;179298
68116;179298
86234;179298
148774;179298
71203;109965
79742;109965
109418;109965
75236;109965
55611;109965
122163;109965
42611;103845
79918;103845
63636;35931
118152;35931
24899;35931
143719;35931
8537;174827
73062;174827
15308;174827
84933;174827
54836;11339
93455;11339
124720;24710
49975;24710
37379;24710
23059;24710
36339;24710
20669;24710
70818;24710
29089;24710
13136;24710
119856;24710
131760;134760
28204;134760
130562;134760
125020;134760
112888;134760
40754;134760
42100;134760
119243;134760
147276;47582
71356;47582
134388;47582
87186;47582
64628;47582
98371;47582
25738;77965
32247;77965
138487;122999
83917;122999
80861;122999
5146;122999
126730;16434
107792;16434
140286;76042
36732;76042
92891;190707
84083;190707
5348;190707
145782;190707
118738;190707
97995;190707
125778;84716
99588;84716
131021;84716
133351;84716
139282;84716
8518;84716
74302;84716
78171;84716
97843;88441
29148;88441
113173;88441
22985;88441
118406;88441
118333;88441
10781;88441
27911;88441
115219;88441
59778;88441
74831;25139
85379;25139
81803;25139
148848;25139
58709;25139
104264;25139
87326;25139
20918;25139
97656;96165
124580;96165
71768;96165
128797;96165
64599;96165
46409;96165
121938;96165
95142;96165
41300;96165
125820;96165
52550;96165
36151;96165
130598;166842
107316;166842
87676;166842
12167;166842
6297;85865
126705;85865
132612;85865
81983;85865
97141;96165
60614;96165
41072;25139
46412;25139
41641;109063
111058;109063
141511;109063
113837;109063
106034;44225
33410;44225
37622;44225
134069;44225
75597;44225
101593;44225
146066;44225
89022;44225
106394;44225
14319;44225
122111;113486
111475;113486
31543;43376
72398;43376
112103;43376
122862;43376
120293;43376
39416;43376
18688;105474
103729;105474
42765;105474
18728;105474
45506;12590
147266;12590
121520;144092
80251;144092
145759;158524
89372;158524
61780;158524
37771;158524
138902;158524
85042;158524
86907;172248
103004;182858
119529;182858
43609;182858
55251;43417
141336;43417
78152;171607
59813;171607
85536;186234
43755;186234
140808;186234
38771;186234
15886;186234
90366;186234
90154;186234
25773;186234
52241;186234
149770;186234
105193;125061
21978;10691
40205;125061
30782;125061
55141;125061
106672;125061
45953;125061
66586;125061
103821;125061
39128;125061
27095;125061
122184;125061
63542;133461
20340;133461
122930;194861
43034;194861
116937;194861
98369;194861
103484;194861
62487;194861
114319;64002
149843;64002
43947;64002
21221;64002
143872;10691
18336;10691
78314;67874
39337;97289
44603;97289
131471;97289
129617;97289
132847;96175
74552;96175
112324;96175
35076;96175
102609;96175
97500;96175
67226;62091
116932;62091
119314;153330
6114;153330
83711;8689
101154;8689
126739;174530
24454;174530
